Item Point ID,Map,Region,Guaranteed Drop,Min,Common Drop,Common %,Rare Drop,Rare %
IP_MP6551m_02,MP6551m,,strange lump,1,Rispar,10%,dragonite,2%
IP_MP6551m_03,MP6551m,,small leaves,1,Pangu flower,10%,Rivera's Immortal Flower,20%
IP_MP6553m_01,MP6553m,,small leaves,1,Pangu flower,10%,Rivera's Immortal Flower,20%
IP_MP6553m_02,MP6553m,,bending twig,1,Pangu tree,10%,Treasure branch of the great tree,3%
IP_MP6553m_03,MP6553m,,bending twig,1,Pangu tree,10%,Treasure branch of the great tree,3%
IP_MP6553m_04,MP6553m,,strange lump,1,Rispar,10%,dragonite,2%
IP_MP6553m_05,MP6553m,,small leaves,1,Pangu flower,10%,Rivera's Immortal Flower,20%
IP_MP6512_01,First Brazier,Former Sanctuary Crypt - B1,strange lump,1,Rispar,10%,dragonite,5%
IP_MP6512_02,First Brazier,Former Sanctuary Crypt - B1,bending twig,1,Pangu tree,10%,Treasure branch of the great tree,5%
IP_MP6512_03,First Brazier,Former Sanctuary Crypt - B1,small leaves,1,Pangu flower,10%,rim flower,5%
IP_MP6531_01,Entrance,Former Sanctuary Crypt - B3,bending twig,1,Pangu tree,10%,Treasure branch of the great tree,2%
IP_MP6531_02,Entrance,Former Sanctuary Crypt - B3,small leaves,1,Pangu flower,10%,Aura grass,5%
IP_MP6531_03,Entrance,Former Sanctuary Crypt - B3,small leaves,1,foxglove leaves,10%,moonlight grass,12%
IP_MP6531_04,Entrance,Former Sanctuary Crypt - B3,strange lump,1,Rispar,10%,dragonite,2%
IP_MP6531_05,Entrance,Former Sanctuary Crypt - B3,bending twig,1,Pangu tree,10%,Treasure branch of the great tree,5%
IP_MP6531_06,Entrance,Former Sanctuary Crypt - B3,bending twig,1,Pangu tree,10%,Treasure branch of the great tree,5%
IP_MP6531_07,Entrance,Former Sanctuary Crypt - B3,strange lump,1,Rispar,10%,dragonite,5%
IP_MP6531_08,Entrance,Former Sanctuary Crypt - B3,small leaves,1,foxglove leaves,10%,moonlight grass,12%
IP_MP6531_09,Entrance,Former Sanctuary Crypt - B3,small leaves,1,foxglove leaves,10%,moonlight grass,12%
IP_MP6531_10,Entrance,Former Sanctuary Crypt - B3,bending twig,1,Pangu tree,10%,Treasure branch of the great tree,2%
IP_MP6531_11,Entrance,Former Sanctuary Crypt - B3,strange lump,1,Rispar,10%,dragonite,5%
IP_MP6531_12,Entrance,Former Sanctuary Crypt - B3,small leaves,1,foxglove leaves,10%,moonlight grass,12%
IP_MP6531_13,Entrance,Former Sanctuary Crypt - B3,small leaves,1,Pangu flower,10%,rim flower,5%
IP_MP6542_01,Frozen Statue Room,Former Sanctuary Crypt - B4,bending twig,1,Pangu tree,10%,Treasure branch of the great tree,5%
IP_MP6542_02,Frozen Statue Room,Former Sanctuary Crypt - B4,strange lump,1,Rispar,10%,dragonite,2%
IP_MP6551_01,Entrance,Former Sanctuary Crypt - B5,strange lump,1,Rispar,10%,dragonite,5%
IP_MP6551_02,Entrance,Former Sanctuary Crypt - B5,strange lump,1,Rispar,10%,dragonite,5%
IP_MP6551_03,Entrance,Former Sanctuary Crypt - B5,small leaves,1,Pangu flower,10%,Aura grass,5%
IP_MP6551_04,Entrance,Former Sanctuary Crypt - B5,bending twig,1,Pangu tree,10%,Treasure branch of the great tree,2%
IP_MP6551_05,Entrance,Former Sanctuary Crypt - B5,small leaves,1,Pangu flower,10%,Rivera's Immortal Flower,12%
IP_MP6551_06,Entrance,Former Sanctuary Crypt - B5,bending twig,1,Pangu tree,10%,Treasure branch of the great tree,5%
IP_MP6551_07,Entrance,Former Sanctuary Crypt - B5,strange lump,1,Rispar,10%,dragonite,2%
IP_MP6551_08,Entrance,Former Sanctuary Crypt - B5,bending twig,1,Pangu tree,10%,Treasure branch of the great tree,2%
IP_MP6552_01,Eastern Hall,Former Sanctuary Crypt - B5,bending twig,1,Pangu tree,10%,Treasure branch of the great tree,5%
IP_MP6552_02,Eastern Hall,Former Sanctuary Crypt - B5,small leaves,1,Pangu flower,10%,rim flower,5%
IP_MP6553_01,Central Chamber North of Entrance,Former Sanctuary Crypt - B5,bending twig,1,Pangu tree,10%,Treasure branch of the great tree,2%
IP_MP6553_02,Central Chamber North of Entrance,Former Sanctuary Crypt - B5,strange lump,1,Rispar,10%,dragonite,5%
IP_MP6553_03,Central Chamber North of Entrance,Former Sanctuary Crypt - B5,small leaves,1,Pangu flower,10%,Rivera's Immortal Flower,12%
IP_MP6553_04,Central Chamber North of Entrance,Former Sanctuary Crypt - B5,bending twig,1,Pangu tree,10%,Treasure branch of the great tree,5%
IP_MP6553_05,Central Chamber North of Entrance,Former Sanctuary Crypt - B5,strange lump,1,Rispar,10%,dragonite,2%
IP_MP6554_01,Western Hall,Former Sanctuary Crypt - B5,small leaves,1,Pangu flower,10%,rim flower,5%
IP_MP6554_02,Western Hall,Former Sanctuary Crypt - B5,strange lump,1,Rispar,10%,dragonite,5%
IP_MP6554_03,Western Hall,Former Sanctuary Crypt - B5,bending twig,1,Pangu tree,10%,Treasure branch of the great tree,5%
IP_MP6554_04,Western Hall,Former Sanctuary Crypt - B5,small leaves,1,Pangu flower,10%,Rivera's Immortal Flower,12%
IP_MP6554_05,Western Hall,Former Sanctuary Crypt - B5,strange lump,1,Rispar,10%,dragonite,5%
